Index [<ind>],Particle X-Coordinate X Particle ID (Study 01 - Particles) [m],Particle Y-Coordinate X Particle ID (Study 01 - Particles) [m],Particle Z-Coordinate X Particle ID (Study 01 - Particles) [m]
8521,0.141188,-0.833521,-0.221686
8522,0.0857308,-0.344265,-0.291049
8523,-0.226185,-0.683636,0.288358
8524,0.0435573,-0.853394,-0.0864356
8525,-0.374704,-0.896191,0.269002
8526,-0.47039,-0.857249,-0.0598228
8527,0.481763,0.266916,-0.156748
8528,-0.0800486,-0.84029,-0.107063
8529,0.0552555,-0.522968,0.225034
8530,-0.272179,0.140845,0.381957
8531,0.21574,-0.854103,0.309918
8532,-0.309288,-0.640402,-0.381338
8533,-0.316933,-0.758193,0.0131828
8534,0.189762,-0.926541,-0.0275822
8535,0.484256,0.265733,0.321892
8536,0.036117,-0.852296,0.220483
8537,-0.110889,-0.85667,0.272262
8538,0.469533,-0.809077,0.122974
8539,-0.480553,0.293553,-0.0723785
8540,-0.136147,-0.842266,-0.141515
8541,-0.377123,-0.803363,0.0123276
8542,0.371788,-0.555973,-0.0130875
8543,-0.480977,0.30087,-0.346418
8544,0.281789,-0.906856,-0.169128
8545,0.435169,-0.576573,-0.207036
8546,-0.124039,-0.808865,-0.104921
8547,-0.267161,-0.807609,0.342872
8548,0.45021,-0.82951,-0.324086
8549,0.215237,-0.433274,-0.381793
8550,-0.0869894,-0.747358,-0.384502
8551,0.0101366,-0.758162,0.363952
8552,0.232669,-0.897333,0.134171
8553,0.340023,-0.841791,-0.134821
8554,0.201515,-0.866825,-0.314815
8555,0.110224,-0.814534,-0.364293
8556,-0.116143,-0.824071,0.00838826
8557,-0.428835,0.274121,0.383083
8558,0.276145,-0.878248,0.30275
8559,0.0162198,-0.83931,-0.0351112
8560,0.125938,-0.809997,-0.29889
8561,0.378003,-0.88589,0.0603988
8562,-0.221387,-0.846571,-0.148464
8563,0.116488,-0.853424,0.0623339
8564,0.0676354,-0.824665,0.169815
8565,-0.234598,-0.827731,0.0256958
8566,-0.114628,-0.769039,-0.325477
8567,-0.394489,-0.794239,-0.166992
8568,0.298562,-0.910088,-0.128401
8569,-0.445218,0.26364,0.178041
8570,-0.0922183,-0.860263,0.105927
8571,0.00389016,-0.440467,0.210113
8572,-0.0181326,-0.462129,0.00701005
8573,0.0107963,-0.239598,0.0107567
8574,-0.190976,-0.854877,0.324408
8575,0.0774461,-0.356315,-0.0605625
8576,-0.039542,-0.35971,0.146933
8577,0.15584,-0.881136,0.011549
8578,-0.299577,-0.780608,-0.0452132
8579,-0.458099,0.279316,-0.36372
8580,0.399708,-0.776926,-0.0643531
8581,-0.216638,-0.548902,-0.381284
8582,-0.064839,-0.326622,0.240462
8583,-0.414285,0.2574,0.356342
8584,0.433868,0.243718,0.356507
8585,-0.213566,-0.7483,0.140025
8586,0.23725,-0.899524,-0.201851
8587,-0.452611,-0.787334,0.0205591
8588,-0.121246,-0.291382,0.106415
8589,-0.0687016,-0.887898,0.218845
8590,0.480585,0.294696,-0.208497
8591,-0.10174,-0.834741,0.0407385
8592,-0.456905,-0.81165,0.151557
8593,-0.481524,0.270864,-0.281348
8594,0.17441,-0.39144,0.384259
8595,-0.428593,0.233982,-0.116194
8596,0.35645,-0.726394,0.381205
8597,-0.480767,-0.593742,0.353602
8598,-0.0192347,-0.84582,0.273984
8599,0.200997,-0.899317,-0.157664
8600,0.446892,0.262198,-0.113714
8601,0.0597393,-0.854038,0.28522
8602,-0.0609155,-0.428761,-0.0566273
8603,0.326309,-0.877029,-0.184868
8604,-0.158214,-0.484343,0.225438
8605,-0.399881,0.237965,-0.0158382
8606,-0.303166,-0.720741,0.214656
8607,-0.239026,-0.468536,-0.346828
8608,0.282163,-0.457772,-0.353431
8609,-0.125097,-0.906625,0.0835401
8610,-0.0438894,-0.837446,-0.257206
8611,0.0611412,-0.318937,0.294887
8612,-0.0191936,-0.854189,-0.0363664
8613,0.0135906,-0.541996,-0.153389
8614,0.126346,-0.42504,-0.134013
8615,0.177719,-0.807998,-0.383226
8616,0.296559,-0.439353,-0.0318414
8617,-0.271826,-0.81938,-0.216687
8618,0.451233,-0.807961,-0.285546
8619,0.0121807,-0.433191,0.150851
8620,0.245653,-0.879042,0.320842
8621,0.277863,-0.573787,-0.32784
8623,-0.00468644,-0.251386,-0.0652958
8624,-0.330685,-0.554686,0.0465927
8625,0.308514,-0.859149,-0.298018
8626,0.207337,-0.83193,-0.269861
8627,0.305971,0.215126,0.375144
8628,-0.228062,-0.718589,0.343756
8629,-0.472675,-0.746529,-0.0349051
8630,0.485068,-0.822424,-0.14686
8631,0.00370071,-0.752732,-0.335418
8632,0.313624,-0.4951,0.00382339
8633,-0.208076,-0.784086,-0.296936
8634,-0.181646,-0.801598,0.316538
8635,0.0445037,-0.315934,0.185342
8636,-0.321981,-0.839318,0.274199
8637,0.409654,-0.582898,-0.384053
8638,-0.205233,-0.853959,-0.123539
8639,-0.0827879,-0.305343,-0.214775
8640,-0.132914,-0.86632,-0.0933245
8641,0.28203,-0.899822,0.360492
8642,-0.178142,-0.845425,0.0698197
8643,-0.033156,-0.290041,-0.305999
8644,0.144431,-0.872677,0.124734
8645,-0.0578161,-0.850471,0.10008
8646,0.217859,-0.881078,-0.099727
8647,-0.259063,-0.888696,0.10294
8648,0.459873,0.26103,0.135195
8649,0.399797,0.25156,-0.323819
8650,0.0499406,-0.339594,-0.299829
8651,-0.397433,0.256027,0.144162
8652,0.0634428,-0.471174,0.237416
8653,0.191907,-0.847233,0.22788
8654,0.0261372,-0.774458,0.00837286
8655,0.480909,0.271102,0.250298
8656,0.450038,0.261032,0.105496
8657,-0.432238,-0.831964,-0.331127
8658,-0.270856,-0.842775,0.0756936
8659,-0.480807,0.305706,0.122656
8660,-0.0641192,-0.374344,0.315828
8661,0.481699,0.307235,-0.0665901
8662,-0.29898,-0.834882,-0.209874
8663,-0.48297,0.267528,-0.338753
8664,0.00810575,-0.435591,-0.0817178
8665,0.0420777,-0.76717,0.344215
8666,0.356933,0.223776,-0.351176
8667,-0.409388,-0.614665,0.283032
8668,0.461096,0.269473,-0.34092
8669,0.135991,-0.874987,0.043449
8671,0.312764,0.161944,-0.149514
8672,0.482165,-0.870334,-0.285336
8673,0.155162,-0.804355,-0.31154
8674,-0.168132,-0.82365,0.0954233
8675,-0.443611,0.213639,-0.0879227
8676,-0.11975,-0.551706,-0.0593358
8677,-0.388448,-0.761277,-0.265482
8678,-0.32523,-0.530082,0.167944
8679,0.484386,0.259465,-0.113706
8680,0.349858,-0.591996,0.246903
8681,-0.274847,-0.541725,-0.130959
8682,-0.189208,-0.832045,-0.222419
8683,-0.0217435,-0.876176,0.269029
8684,-0.425695,-0.675883,-0.281281
8685,-0.26771,-0.830141,-0.0857516
8686,-0.0317366,-0.854184,0.222505
8687,0.273232,-0.66575,0.382668
8688,0.239596,-0.871245,-0.123743
8689,-0.428037,-0.568608,0.237185
8690,-0.163375,-0.806725,0.28852
8691,0.251522,-0.884719,-0.0917817
8692,0.22227,-0.847614,-0.235212
8693,0.441954,0.29435,-0.273424
8694,-0.29076,-0.772082,-0.311362
8695,-0.023283,-0.840838,-0.0689184
8696,0.484873,0.296231,0.00130309
8697,0.278177,-0.684594,0.354188
8698,-0.0421716,-0.320581,-0.383944
8699,0.014061,-0.855038,-0.179957
8700,0.13108,-0.483545,-0.168307
8701,0.14068,-0.486587,0.0787388
8702,0.0726802,-0.831248,-0.093986
8703,-0.0880506,-0.367385,0.226019
8704,0.130266,-0.876305,0.0850832
8705,0.419792,0.253527,-0.382009
8706,0.0714503,-0.849917,0.316931
8707,0.0113952,-0.873383,0.221439
8708,-0.445619,-0.911419,0.255625
8709,0.140614,-0.400052,-0.323858
8710,-0.481032,-0.731661,0.20452
8711,0.0432662,-0.87246,0.193518
8712,0.187875,-0.861466,0.0125398
8713,0.397594,-0.892143,-0.121944
8714,0.0514506,-0.783419,-0.34173
8715,-0.0143087,-0.333871,0.0819121
8716,0.0600732,-0.893802,-0.0748091
8717,-0.132154,-0.842276,-0.209521
8718,-0.235319,-0.512785,0.240411
8719,-0.0150758,-0.325941,-0.233801
8720,0.1861,-0.389156,0.249207
8721,0.425382,0.268413,0.155106
8722,0.131321,-0.393392,-0.0366344
8723,0.447033,0.272935,0.347953
8724,0.0439903,-0.367033,0.25051
8725,-0.0639262,-0.842556,0.0235239
8726,0.48093,0.276428,0.287521
8727,0.425594,0.24211,-0.188764
8728,0.4441,0.266179,-0.151492
8729,-0.0578034,-0.848241,0.0666732
8730,-0.0477558,-0.84707,-0.108515
8731,-0.474407,-0.69867,-0.165253
8732,0.12337,-0.774812,-0.382555
8733,0.256245,-0.4552,-0.0172985
8734,-0.107036,-0.403354,-0.269365
8735,-0.404682,-0.651388,0.185986
8736,-0.156834,-0.84822,-0.0793068
8737,-0.240882,-0.722197,0.0218146
8738,-0.389024,0.275317,-0.380783
8739,-0.16008,-0.743257,-0.349461
8740,0.160438,-0.822085,0.301346
8741,-0.4351,0.228546,0.262786
8742,0.459595,-0.829703,0.0969333
8743,0.158842,-0.866756,0.265194
8744,-0.142372,-0.404595,-0.0604566
8745,0.215625,-0.374475,0.00460253
8746,0.372472,-0.601566,0.368012
8747,0.17578,-0.814207,-0.263226
8748,-0.235351,-0.386438,0.330336
8749,0.35161,-0.82962,-0.0873835
8750,0.285628,-0.51379,0.19889
8751,-0.400679,-0.745313,-0.12426
8752,-0.194481,-0.826903,-0.154696
8753,0.139983,-0.903771,0.0292917
8754,0.482092,-0.73938,-0.103074
8755,-0.3847,-0.818722,-0.270001
8756,0.331836,-0.875436,-0.220012
8757,-0.203386,-0.911293,0.0829295
8758,-0.082107,-0.372131,0.285863
8759,-0.0263535,-0.375864,0.38482
8760,-0.00724977,-0.264441,0.0752263
8761,-0.30126,-0.664705,-0.335774
8762,-0.480797,-0.785031,0.156436
8763,0.457947,0.305945,0.0217613
8764,-0.41185,0.284639,-0.355427
8765,-0.347865,-0.74594,-0.0730509
8766,0.124534,-0.456501,0.0948859
8767,0.163941,-0.885691,0.155696
8768,-0.256962,-0.769377,0.0539446
8769,-0.123647,-0.365628,0.33124
8770,-0.480243,-0.580418,-0.178183
8772,-0.48486,-0.894376,0.163832
8773,0.0922181,-0.868369,0.186503
8774,0.229565,-0.929425,0.0415569
8775,-0.0313772,-0.63314,-0.384757
8776,-0.2384,-0.536394,-0.279121
8777,-0.213795,-0.476595,0.287392
8778,-0.172396,-0.837649,0.35912
8779,-0.436754,0.252409,0.290589
8780,-0.480461,-0.780513,0.207972
8781,-0.277614,-0.836484,0.192876
8782,-0.484945,-0.776737,-0.118171
8783,0.370217,-0.847296,-0.218443
8784,-0.466037,-0.845909,0.0851266
8785,0.0395295,-0.850825,-0.00410091
8786,0.26379,-0.457497,-0.214703
8787,-0.175768,-0.341825,0.244872
8788,0.188772,-0.868872,-0.220284
8789,-0.29833,-0.879976,0.315592
8790,0.316544,-0.907627,0.186677
8791,-0.0558384,-0.832848,-0.0370216
8792,0.0794827,-0.845554,-0.286866
8793,-0.116042,-0.767984,0.0404925
8794,0.122748,-0.492257,0.0267739
8795,-0.337825,0.209632,-0.0678521
8796,0.0774693,-0.837836,0.0139494
8797,0.396542,-0.864816,-0.302159
8798,0.131158,-0.874106,0.157758
8799,0.242916,-0.851383,-0.295398
8800,0.0728032,-0.847919,0.124271
8801,0.297935,0.168068,-0.0664351
8802,-0.0134928,-0.319285,0.258206
8803,0.264398,-0.877615,-0.183076
8804,0.181268,-0.450662,0.11205
8805,-0.244535,-0.837943,0.324574
8806,-0.0226226,-0.428792,-0.269698
8807,0.157566,-0.78259,-0.382299
8808,0.479538,0.291893,-0.103233
8809,-0.0987628,-0.337854,0.0449198
8810,0.34858,0.145332,0.085651
8811,0.484801,0.288703,0.0445373
8812,0.146092,-0.399979,0.321818
8813,0.399962,-0.861408,-0.205069
8814,0.354803,0.215286,-0.026082
8815,0.0279103,-0.429418,0.0828605
8816,0.241919,-0.86148,0.108748
8817,0.321954,-0.872807,0.295434
8818,-0.04675,-0.317854,0.266489
8819,0.275468,-0.854316,0.325334
8821,-0.209468,-0.82004,-0.290351
8822,0.211702,-0.896967,-0.0382004
8823,-0.172574,-0.828311,0.329967
8824,-0.345444,-0.841832,-0.115218
8825,-0.00602079,-0.295919,-0.330481
8826,0.483676,0.283505,-0.269103
8827,-0.41411,-0.841416,0.033182
8828,-0.318108,-0.490893,-0.168944
8829,-0.219769,-0.534166,-0.219158
8830,0.0755688,-0.850257,-0.200792
8831,-0.177063,-0.853897,0.158445
8832,-0.16379,-0.408254,-0.384954
8833,0.155207,-0.836706,-0.286808
8834,0.220333,-0.424453,0.193097
8835,0.132845,-0.865625,-0.228333
8836,-0.304324,-0.851717,0.29782
8837,-0.293438,-0.733706,-0.370399
8839,0.39888,-0.816523,-0.380111
8840,0.098629,-0.795878,-0.324112
8841,0.363642,0.188403,0.211286
8842,-0.331685,-0.805513,0.226084
8843,-0.279195,-0.530794,-0.378997
8844,0.229801,-0.874679,0.0321166
8845,0.153314,-0.860245,-0.131493
8846,-0.0683695,-0.856045,0.139696
8847,-0.0659303,-0.391315,0.00191883
8848,0.36596,-0.803987,-0.0757192
8849,0.0451255,-0.851001,0.167686
8850,0.272811,-0.847985,-0.242735
8851,0.398241,-0.811387,-0.0852328
8852,-0.106825,-0.814392,0.0672204
8853,0.267149,-0.824531,0.310958
8854,0.419268,0.268834,0.118211
8855,-0.060895,-0.405445,0.31467
8856,-0.300023,-0.702809,-0.384832
8857,-0.0289624,-0.764292,-0.311988
8858,-0.364274,0.20935,0.327287
8859,0.217425,-0.871221,0.145349
8860,-0.163555,-0.863165,0.295654
8861,0.386182,-0.876457,-0.27362
8862,0.305485,-0.79403,-0.224621
8863,-0.111223,-0.838871,-0.0911201
8864,-0.162468,-0.613127,0.378967
8865,0.260616,-0.755749,-0.383917
8866,0.423808,-0.718077,0.293333
8867,-0.0755679,-0.84374,0.173936
8868,0.341061,-0.891987,0.223649
8869,-0.00343396,-0.359161,-0.184382
8870,-0.183264,-0.830463,-0.0060549
8871,0.127033,-0.821844,-0.267366
8872,-0.214,-0.416643,0.223027
8873,0.187671,-0.518596,-0.283931
8874,0.168638,-0.87364,-0.107588
8875,-0.00524516,-0.47664,0.218312
8876,-0.0294171,-0.82421,0.049885
8877,-0.370679,-0.736767,-0.193619
8878,0.0475033,-0.390585,0.19505
8879,-0.22752,-0.841659,0.289136
8880,0.0245061,-0.473617,0.230127
8881,-0.403218,0.287413,-0.267262
8882,-0.0991338,-0.862079,0.244433
8883,-0.150698,-0.784564,-0.11208
8884,0.333064,-0.746805,0.161495
8885,0.0458865,-0.459749,0.267537
8886,-0.0499243,-0.376716,-0.0235197
8887,0.0536183,-0.489714,-0.313517
8888,-0.226697,0.0727262,-0.0956214
8889,0.0476953,-0.349437,0.115438
8890,0.448282,0.286048,0.0819511
8891,-0.15477,-0.833389,-0.280198
8892,0.0500564,-0.83867,0.0937258
8893,-0.479612,-0.864519,0.260112
8894,0.269705,-0.872466,0.173368
8895,-0.0263403,-0.400796,-0.382526
8896,0.129089,-0.788513,-0.321231
8897,0.109599,-0.835035,0.32635
8898,-0.26349,-0.817264,-0.153112
8899,-0.177338,-0.476783,-0.169831
8900,0.141246,-0.864136,-0.264662
8901,0.0428925,-0.835548,-0.192029
8902,0.372456,0.20164,0.18052
8903,0.0164071,-0.851341,0.0331894
8904,0.129145,-0.838081,-0.14098
8905,-0.148426,-0.45722,0.201526
8906,-0.0695485,-0.819427,0.0505493
8907,-0.142495,-0.352182,-0.266253
8908,-0.311534,-0.514618,0.13416
8909,-0.457636,-0.651933,-0.351659
8910,-0.115713,-0.834984,0.140896
8911,0.484601,0.317497,0.0342135
8912,-0.238939,-0.479455,0.181284
8913,-0.183931,-0.703302,0.245913
8914,-0.0460756,-0.367011,0.258594
8915,-0.0995842,-0.828948,-0.0545017
8916,-0.370512,-0.580372,-0.117929
8917,-0.439366,-0.782393,-0.0720643
8918,-0.301642,-0.500842,0.190861
8919,0.207055,-0.871906,-0.0133608
8920,-0.369912,-0.758232,0.177321
8921,0.187999,-0.480279,-0.128005
8922,0.235238,-0.507132,0.00701114
8923,0.177956,-0.466199,-0.198929
8924,0.422253,-0.658686,0.187256
8925,0.229267,-0.835932,-0.138658
8926,-0.30655,0.145853,0.370042
8927,0.327372,-0.859664,0.229062
8928,-0.152263,-0.788837,-0.0468219
8929,0.248959,0.106564,0.315466
8930,0.369182,-0.626018,-0.266468
8931,0.369594,-0.851025,-0.279207
8932,-0.175262,-0.810297,-0.292357
8933,-0.0210065,-0.731987,-0.323925
8934,0.0913855,-0.837933,0.28898
8935,-0.244406,-0.748295,0.334036
8936,0.43566,-0.708081,-0.381247
8937,0.306516,-0.810642,-0.116438
8938,-0.314052,-0.835709,-0.0462301
8939,0.241416,-0.880881,-0.044144
8940,0.0575943,-0.815814,-0.283749
8941,-0.337554,0.240008,-0.384742
8942,-0.347297,-0.519017,0.296219
8943,0.203133,-0.862504,0.0908524
8944,0.136846,-0.317876,-0.119021
8945,-0.191853,-0.420562,-0.185803
8946,0.148426,-0.455573,0.335972
8947,-0.481132,-0.844459,0.0165448
8948,-0.00271758,-0.393015,-0.185707
8949,-0.229514,-0.851508,0.0896542
8950,0.271148,-0.74692,0.298776
8951,0.24044,-0.480366,-0.204115
8952,-0.0890043,-0.809243,-0.181861
8953,-0.345504,-0.840408,0.0570717
8954,0.296756,-0.881136,0.274631
8955,0.30639,0.168711,-0.0277254
8956,0.0940087,-0.817422,-0.299571
8957,0.00442602,-0.820062,0.0725626
8958,0.431261,0.283222,0.27405
8959,-0.132511,-0.742148,-0.0877546
8960,-0.152736,-0.735962,0.0827422
8961,0.0218951,-0.82229,-0.273439
8962,0.375347,-0.821446,0.15447
8963,-0.259157,-0.62243,-0.384974
8964,0.290666,-0.860757,0.225032
8965,-0.102635,-0.813389,-0.281193
8966,0.110835,-0.844755,-0.0743104
8967,-0.401507,-0.741242,0.0263864
8968,0.170012,-0.912609,-0.23629
8969,-0.299213,-0.843124,-0.265639
8970,-0.258288,-0.83579,0.250487
8971,0.135133,-0.859803,-0.167207
8972,0.317351,-0.815592,0.301902
8973,0.0867314,-0.812289,0.308068
8974,0.102291,-0.855296,0.00220091
8975,0.0688482,-0.838767,0.259317
8976,0.387172,0.219578,0.154808
8977,0.289624,-0.863171,0.114482
8979,-0.305448,-0.556574,-0.0648328
8980,-0.473382,-0.614768,-0.173179
8981,-0.0789197,-0.375589,-0.232248
8982,0.0910996,-0.396586,0.0217929
8983,-0.378706,-0.537601,0.00393562
8984,-0.110082,-0.690562,0.346603
8985,0.338296,-0.847414,-0.201573
8986,-0.0272174,-0.83982,0.0823333
8987,0.390969,-0.655438,-0.168436
8988,-0.214329,-0.733878,0.0630074
8989,0.170958,-0.480663,-0.169593
8990,-0.281808,-0.729233,0.269932
8991,0.0658405,-0.314755,-0.14704
8992,-0.227717,-0.741193,0.379521
8993,-0.351553,0.186081,-0.136469
8994,0.177869,-0.850816,0.309454
8995,-0.157852,-0.834675,-0.0305622
8996,-0.46184,0.279671,0.314385
8997,-0.371778,0.222354,0.360314
8998,-0.199393,-0.456916,0.315171
8999,0.442153,-0.606376,0.0490327
9000,0.294439,-0.892822,0.326334
9001,0.0940502,-0.859483,-0.151597
9002,0.448825,0.27395,0.302088
9003,-0.184084,-0.758835,-0.381323
9004,0.023612,-0.460259,0.0911324
9005,0.123218,-0.326108,-0.32958
9006,-0.0261163,-0.826382,-0.231832
9007,-0.234539,-0.671729,-0.382833
9008,0.0162375,-0.431294,-0.116737
9009,-0.0671056,-0.437808,-0.305836
9010,0.203187,-0.511881,0.274385
9011,0.421448,0.284667,-0.358593
9012,0.223225,-0.806898,-0.347173
9013,-0.00748772,-0.799119,0.334748
9014,0.075435,-0.85179,-0.0649347
9015,-0.254346,-0.843364,-0.012757
9016,0.298338,-0.85822,-0.265623
9017,0.0537721,-0.503983,0.188979
9018,0.347677,-0.566965,0.0162357
9019,-0.480629,0.290021,-0.312196
9022,0.0678233,-0.35726,-0.0247069
9023,-0.247226,-0.779491,-0.384459
9024,0.297266,0.129799,0.292054
9025,0.481105,0.285067,-0.380964
9026,0.0193943,-0.457172,0.180079
9027,-0.0627653,-0.832049,-0.134755
9028,-0.113558,-0.753786,0.11815
9029,-0.481022,-0.809876,-0.111326
9030,-0.0468813,-0.878403,0.245398
9031,-0.0619691,-0.768823,0.352692
9032,-0.449163,-0.743006,0.293761
9033,0.187845,-0.393556,-0.0806322
9034,0.0612393,-0.285113,0.1981
9035,-0.354274,-0.833607,-0.312664
9036,-0.120332,-0.31827,-0.185111
9037,0.482619,0.291135,-0.320446
9038,0.200924,-0.538567,0.190515
9039,0.447793,-0.866305,-0.315872
9040,-0.413119,-0.833157,-0.049351
9041,-0.248779,-0.528303,0.0464452
9042,0.202096,-0.86023,0.0535008
9043,0.309021,-0.850121,-0.0516086
9044,-0.140399,-0.363087,-0.140029
9045,0.309143,-0.847951,-0.236366
9046,0.167533,-0.874998,0.0900201
9047,0.224885,-0.871903,-0.213014
9048,0.113525,-0.789258,0.32538
9049,0.0617332,-0.836035,-0.15586
9050,0.401305,0.254777,-0.112441
9051,0.131248,-0.356854,0.219476
9052,-0.399985,0.24887,0.0931336
9053,-0.393054,-0.858944,0.0871043
9054,-0.272495,-0.836973,0.134834
9055,0.0559283,-0.807235,-0.246376
9056,0.411345,-0.74957,-0.265098
9057,0.134181,-0.847357,0.26006
9058,-0.140503,-0.389869,-0.26633
9059,0.0267344,-0.40517,-0.173657
9060,-0.215104,-0.450364,0.108069
9061,-0.363174,-0.76083,0.380451
9062,-0.118569,-0.333281,0.321036
9063,-0.0393987,-0.357974,-0.172503
9064,0.344583,-0.497592,-0.224272
9065,-0.174024,-0.335218,-0.0595305
9066,0.218698,-0.812315,0.373162
9067,-0.087956,-0.27535,0.291667
9068,0.2896,-0.800841,-0.300432
9069,0.260485,-0.843237,0.218908
9070,-0.483972,-0.719435,0.383846
9071,0.369121,-0.825129,-0.0487182
9072,0.251494,0.106674,0.160603
9073,-0.256748,-0.802301,-0.194055
9074,-0.415229,-0.822423,0.294348
9075,-0.000554906,-0.369717,-0.382473
9076,0.148834,-0.69997,0.383757
9077,-0.00836024,-0.715748,-0.35222
9078,-0.0437337,-0.906281,0.228149
9079,-0.187934,-0.778495,0.34218
9080,-0.454435,-0.844305,-0.382468
9081,-0.162135,-0.864232,0.251148
9082,-0.208339,-0.395976,0.382297
9083,-0.395952,-0.800698,-0.114536
9084,-0.443507,-0.606758,-0.175206
9085,-0.0124405,-0.830867,-0.179425
9086,0.430851,-0.730156,-0.293235
9087,-0.278444,-0.7901,-0.2358
9088,-0.116071,-0.327984,0.356523
9089,0.167734,-0.809952,-0.353928
9090,-0.350785,-0.567815,-0.243252
9091,0.0498565,-0.263908,-0.0346744
9092,-0.1976,-0.843301,0.107892
9093,0.344129,-0.822008,0.32467
9094,-0.319392,-0.753017,-0.0492406
9095,0.0235546,-0.701811,-0.380998
9096,-0.0529535,-0.826706,-0.0756526
9097,-0.075881,-0.284166,0.132657
9098,0.13025,-0.486513,-0.235112
9099,-0.0259976,-0.310488,0.290279
9100,-0.164374,-0.737843,0.165022
9101,-0.462347,0.309106,-0.382701
9102,0.318079,-0.855446,-0.15867
9103,-0.133088,-0.799469,-0.2676
9104,-0.440761,0.267203,0.0372672
9105,-0.123247,-0.809083,0.277204
9106,0.335172,-0.85218,-0.101874
9107,0.448005,-0.56917,-0.0430481
9108,0.40806,0.287468,0.296241
9109,0.338883,-0.583058,0.176683
9110,0.356056,-0.828759,0.129081
9111,0.0741268,-0.873471,-0.111834
9112,-0.115397,-0.688564,-0.383206
9113,0.115702,-0.401538,0.152184
9114,-0.102178,-0.785311,-0.129528
9115,0.290829,-0.914507,0.105946
9116,0.202711,-0.863119,-0.121515
9117,0.0399434,-0.807734,0.259476
9118,-0.127725,-0.810913,0.0395601
9119,0.195188,-0.882028,0.195094
9120,0.47844,0.325372,-0.225982
9121,0.359833,-0.865632,0.286857
9122,0.439301,-0.862865,-0.139866
9123,0.437901,-0.850392,0.311752
9124,-0.336623,-0.806141,0.00232486
9125,-0.481172,-0.563354,0.0986393
9126,0.416505,0.271743,0.00112655
9127,-0.445896,0.253778,-0.184539
9129,0.00683845,-0.836403,-0.140055
9130,-0.396268,-0.829101,-0.336166
9131,0.483291,-0.595083,0.235479
9132,-0.0944298,-0.711565,-0.373242
9133,0.37066,-0.776492,0.328244
9134,-0.138338,-0.477159,0.299589
9135,-0.234981,-0.789715,0.0232566
9136,-0.0943408,-0.752708,0.0617758
9137,-0.288478,0.132028,-0.278001
9138,-0.353977,0.180484,0.234938
9139,-0.446178,0.26648,-0.0522863
9140,0.282472,-0.850405,0.2625
9141,-0.0167926,-0.858161,-0.230398
9142,-0.270897,-0.831595,-0.281915
9143,0.0312926,-0.389721,-0.215884
9144,0.0972482,-0.853764,-0.227408
9145,-0.015287,-0.296904,-0.0775664
9146,0.304152,-0.801632,-0.0831201
9147,-0.0490094,-0.366015,-0.250159
9148,0.0024265,-0.840934,0.215148
9149,-0.0132201,-0.750252,0.384763
9150,0.168216,-0.796947,0.323315
9151,-0.484408,0.29803,-0.261316
9152,-0.114413,-0.459978,0.318182
9153,0.344567,-0.869824,0.316707
9154,0.101865,-0.844378,-0.10754
9155,-0.330998,-0.764106,-0.323364
9156,0.20314,-0.830891,-0.335511
9157,-0.177942,-0.511974,0.229292
9158,0.112991,-0.895401,0.131327
9159,-0.281649,-0.856739,0.00221247
9160,0.174346,-0.790427,-0.289097
9161,0.14258,-0.877575,-0.0389833
9162,0.242248,-0.79552,-0.251179
9163,-0.0962478,-0.827842,0.261122
9164,-0.0460961,-0.24983,0.017071
9165,0.357902,-0.690422,0.0371018
9166,0.217955,-0.779126,0.384579
9167,-0.0202782,-0.847266,0.138312
9168,0.0976891,-0.846115,0.161103
9169,-0.254948,-0.497948,0.210324
9171,-0.0565947,-0.799404,0.331746
9172,0.47452,0.311518,0.273871
9173,-0.151037,-0.360282,0.169012
9174,0.295339,-0.863141,-0.182703
9175,-0.438069,0.295981,-0.340129
9176,-0.319728,-0.873138,0.249544
9177,0.165777,-0.460202,-0.240187
9178,0.0915267,-0.352151,-0.354075
9179,-0.125743,-0.39014,0.287328
9180,0.236403,-0.851378,-0.0013761
9181,0.435487,0.271881,-0.31576
9182,0.23907,-0.844221,0.14241
9183,0.296313,-0.841155,-0.101506
9184,0.0814946,-0.295095,-0.171283
9185,0.301621,-0.8718,0.0258649
9186,0.122935,-0.859232,-0.19885
9187,0.483986,-0.666602,-0.0657828
9188,-0.16239,-0.835345,-0.194183
9189,-0.381688,0.265208,0.172901
9190,0.453793,-0.632966,-0.325389
9191,-0.480796,0.329342,-0.0809926
9192,0.454203,0.288388,0.0480454
9193,-0.193988,-0.840398,-0.187405
9194,0.383272,-0.884715,0.0942451
9195,0.259991,-0.874685,0.0773517
9196,-0.344967,-0.874096,0.114095
9197,-0.0332301,-0.255312,0.228629
9198,-0.0723005,-0.805597,-0.0556168
9199,0.321046,-0.5059,-0.284574
9200,-0.220866,-0.686779,0.327061
9201,0.322778,-0.882519,-0.137542
9202,-0.483583,0.308387,-0.168487
9203,0.212098,-0.855996,0.204235
9204,0.184439,-0.847522,-0.247894
9205,0.263787,-0.560356,0.0340083
9206,-0.0268292,-0.742909,0.345632
9207,0.309424,-0.832543,-0.208964
9208,0.481345,0.27376,0.357821
9209,0.0810493,-0.422261,0.382531
9210,0.430763,-0.81106,0.212462
9211,-0.306174,-0.521047,0.301831
9212,-0.131813,-0.862353,0.238923
9213,-0.060631,-0.426417,-0.274565
9214,0.137496,-0.824647,-0.348646
9215,-0.154807,-0.837786,0.238544
