Index [<ind>],Particle X-Coordinate X Particle ID (Study 01 - Particles) [m],Particle Y-Coordinate X Particle ID (Study 01 - Particles) [m],Particle Z-Coordinate X Particle ID (Study 01 - Particles) [m]
684,0.469245,0.0191927,0.379248
685,0.0432465,-1.05173,-0.0919497
686,-0.203365,-1.08309,-0.111992
687,-0.321617,-0.526064,0.200441
688,0.214371,-1.08353,0.204042
689,-0.364427,0.0160764,-0.383844
690,-0.389725,-1.08401,-0.0557677
691,0.380901,0.0188315,-0.268432
692,-0.11069,-1.08174,-0.224709
693,0.242853,0.0334522,0.0477842
694,0.400433,0.0182137,0.176002
695,-0.3123,0.0172884,0.342608
696,-0.0918739,-1.04732,0.283951
697,-0.224286,0.0340206,0.193082
698,-0.00968781,-1.05634,-0.0530679
699,0.309323,-1.06692,-0.189478
700,-0.106095,-1.0668,-0.341542
701,0.314132,0.0182099,0.290433
702,0.178988,-1.08202,0.221219
703,-0.483887,-1.08381,0.257289
704,0.0306644,-1.05083,-0.38451
705,-0.0204072,-1.04624,0.353393
706,0.482638,-1.05671,-0.185739
707,0.0908084,-1.05688,-0.38322
708,-0.266607,-1.08474,0.231789
709,-0.475821,0.0152044,-0.0264429
710,0.452389,-1.08056,0.380455
711,0.266658,-1.08131,-0.381338
712,0.342691,-1.0827,0.187069
713,0.0982986,-1.08366,-0.0351888
714,0.284519,-1.08446,-0.291849
715,0.256556,-1.05582,0.0162529
716,0.0786049,-1.0737,-0.14066
717,0.282599,0.0171249,-0.195186
718,-0.113554,-1.05785,0.382368
719,-0.258141,0.0446102,-0.153403
720,-0.211961,-1.0561,0.123672
721,0.0303834,-1.04895,0.29468
722,-0.00792821,-1.07309,0.154771
723,0.0502764,-1.05888,-0.308036
724,-0.437764,0.0160178,-0.230838
725,-0.269336,-1.08417,-0.065471
726,-0.27141,0.0337008,-0.0913085
727,-0.450126,-1.08314,-0.100806
728,0.304567,0.0406058,-0.0797855
729,-0.319242,0.0169219,0.300027
730,-0.399861,-1.08237,0.214294
731,0.225252,0.0174124,0.00297692
732,0.31545,-1.08016,0.235887
733,-0.0531165,-1.04691,-0.111855
734,-0.256683,-0.498423,-0.378721
735,0.362789,0.0170373,0.19372
736,0.24662,0.0367075,-0.380701
737,-0.320773,0.0168231,0.0461313
738,0.0345865,-1.04239,0.206311
739,0.312442,0.0157523,0.350724
740,-0.346321,0.019074,-0.10436
741,0.351745,-1.0587,0.206989
742,0.450471,-0.967586,0.150263
743,0.482291,-0.575023,-0.00498693
744,0.335918,-1.08327,0.298875
745,-0.0537769,-1.05148,-0.336492
746,-0.230893,-1.03212,0.115802
747,-0.274756,0.0172406,-0.325707
748,-0.395419,0.0422777,0.105173
749,0.300691,0.0180881,-0.131731
750,0.402663,-1.08422,0.047272
751,-0.418473,-0.86156,-0.231489
752,-0.282447,-1.08453,0.384568
753,0.421904,-1.08502,-0.311069
754,-0.458031,-1.08472,-0.00515706
755,-0.252114,-1.08439,0.344833
756,0.195464,-1.06786,0.180714
757,-0.00341362,-1.05364,0.125558
758,0.0176357,-1.06229,-0.11684
759,0.281829,-0.453203,0.17751
760,-0.14877,-1.06004,-0.201756
761,-0.378483,-1.08379,0.182289
762,-0.018151,-1.05511,0.319644
763,0.417033,-1.0065,-0.35952
764,-0.264374,-1.08441,0.14491
765,-0.136616,-1.07029,-0.256293
766,-0.256294,0.0338566,0.0989921
767,-0.0281623,-1.0471,-0.14233
768,0.0912661,-1.08381,0.383817
769,0.208706,0.0196123,0.29962
770,0.180036,-1.06249,-0.355069
771,-0.236991,-1.08326,-0.196852
772,0.312172,0.0149948,-0.2123
773,0.101856,-1.0846,-0.210549
774,0.337127,-0.759118,0.381932
775,-0.091498,-1.05553,-0.0387528
776,0.216185,-1.05495,-0.0361712
777,-0.407541,-1.06124,0.170447
778,-0.0418187,-1.05504,-0.234938
779,-0.154409,-1.04739,0.0372342
780,-0.164893,-1.06585,-0.293577
781,-0.29606,-1.06857,-0.0554667
782,0.225312,-1.06882,-0.333829
783,0.293574,0.0405412,-0.225762
784,-0.243388,-1.05982,0.151195
785,0.30341,0.0149786,-0.246578
786,-0.435813,-1.08176,-0.135826
787,-0.0706486,-1.06199,0.168472
788,0.12098,-1.064,0.282105
789,-0.393593,0.0163919,-0.236934
790,0.416558,-1.0838,0.100221
791,0.381481,0.0170858,-0.382895
792,0.0117111,-1.03099,-0.0387823
793,-0.343354,0.0150031,-0.270348
794,-0.200304,-1.08266,0.345023
795,0.483706,-1.08376,0.36342
796,-0.392823,-1.08245,-0.29054
797,-0.150098,-1.0629,-0.0983018
798,-0.173579,-1.06457,0.250538
799,-0.324017,0.0500224,0.223307
800,-0.306911,-0.511422,-0.294498
801,0.0196458,-1.03694,-0.319377
802,0.398317,-1.06273,0.273141
803,0.240073,0.0171832,0.273619
804,0.409989,-0.57253,-0.0442358
805,-0.312037,-1.08504,0.376998
806,-0.38295,-0.663344,-0.0698842
807,-0.179023,-1.06083,-0.0497946
808,-0.430977,-0.9035,0.384435
809,-0.273763,0.0293089,0.153151
810,0.0569308,-1.03783,0.272558
811,0.137969,-1.06917,0.352138
812,0.445785,-1.08318,-0.156953
813,0.314029,-1.00991,0.0105223
814,0.110093,-1.05655,0.163123
815,0.481246,-1.0811,-0.158893
816,0.264184,0.0449545,-0.0831686
817,0.115387,-1.06092,-0.063961
818,0.333409,0.0398536,0.184343
819,-0.370763,0.0184958,-0.133841
820,0.30912,0.0292123,-0.0013253
821,-0.306065,0.0215769,-0.315237
822,-0.238499,0.0339657,-0.113448
823,0.483116,-1.08327,0.104288
824,-0.438284,-0.925704,0.105422
825,-0.484787,-1.08481,0.149825
826,-0.335859,0.0190355,0.152618
827,0.212013,-1.0802,0.241388
828,0.233828,-0.427621,-0.0117255
829,-0.0453049,-1.04453,-0.043309
830,-0.00874042,-1.04034,-0.343262
831,-0.483633,-1.085,-0.321774
832,-0.202468,-0.428391,-0.0215085
833,-0.477597,-1.08078,-0.075864
834,0.216245,-1.05537,-0.244382
835,0.0486963,-1.03879,-0.336647
836,-0.190415,-1.06682,-0.315821
837,-0.128269,-1.02738,0.365747
838,0.0166456,-1.05837,0.348947
839,-0.0674841,-1.06818,-0.185121
840,-0.199202,-1.06869,0.269265
841,-0.378699,0.018081,0.243651
842,-0.349653,-1.08073,0.382325
843,0.461632,-1.08464,-0.255205
844,0.299101,0.041884,-0.260292
845,0.196525,-1.05851,-0.211522
846,-0.291886,0.0388163,0.107964
847,0.484848,-1.08474,-0.0485058
848,-0.449684,-0.544643,0.0129805
849,-0.0842452,-1.05969,-0.315016
850,-0.339469,0.0154237,0.12119
851,-0.265602,0.0197595,-0.266254
852,-0.302164,-1.06699,0.0962554
853,0.433423,-1.05938,0.279999
854,-0.265908,0.0274754,-0.0608507
855,-0.361287,-1.08463,-0.349686
856,-0.436678,-1.06427,-0.354679
857,-0.0494137,-1.05527,0.0899616
858,-0.265512,-0.437449,-0.354451
859,-0.360196,-1.08451,0.35097
860,0.0315009,-1.0581,0.135781
861,0.121681,-1.04952,-0.384986
862,0.483401,-1.05367,-0.379133
863,0.308247,0.0183051,0.124975
864,-0.0828262,-1.06023,-0.227316
865,0.158114,-0.351281,-0.381661
866,0.484537,-1.08448,0.142624
867,-0.260315,-1.08204,0.269841
868,0.23064,-1.05806,0.154992
869,-0.293672,-1.0821,0.126534
870,0.432782,-0.965344,-0.216534
871,0.0135506,-1.06192,0.267818
872,0.0883931,-1.08413,0.136086
873,0.2178,0.0154609,0.353218
874,-0.346326,-1.06154,0.117821
875,0.478441,-1.08434,-0.203406
876,0.328488,0.0306166,-0.264927
877,-0.484622,-1.08471,-0.258467
878,-0.149791,-1.08227,-0.00647601
879,0.422358,-0.973271,0.0235827
880,0.41421,-1.08499,-0.155765
881,0.240163,0.0387378,-0.0214608
882,-0.366643,-0.523482,-0.237438
883,0.0824617,-1.05706,-0.0398512
884,0.324596,-1.08422,0.155308
885,-0.205076,-1.04826,-0.0303321
886,0.126757,-1.05519,0.0147631
887,-0.0933113,-1.0518,0.141941
888,0.266699,-1.05525,-0.329394
889,-0.193374,-0.352999,-0.0333821
890,0.354857,-1.08279,-0.00765316
891,0.0962047,-1.04652,-0.0990819
892,-0.142546,-1.05544,0.261042
893,-0.23479,-1.08272,-0.25191
894,0.159013,-1.05526,0.226957
895,0.226044,-1.05442,0.0264442
896,0.325791,-1.08446,-0.253289
897,-0.104657,-1.05583,-0.382171
898,-0.24806,0.0442352,0.233558
899,0.433912,-1.00821,0.289823
900,-0.156082,-1.05421,-0.163581
901,-0.0298343,-1.0477,0.163294
902,-0.260986,0.0150499,-0.212712
903,0.482897,-1.08304,-0.292852
904,0.329973,0.0152708,-0.187314
905,-0.0813055,-1.05781,0.20183
906,-0.266838,-1.08164,-0.102081
907,0.484591,-1.05041,-0.333821
908,0.026907,-1.04792,-0.286202
909,-0.319121,0.0509886,0.15097
910,-0.230308,0.0165361,0.161665
911,-0.307434,-1.06578,0.181287
912,0.429668,0.018867,0.129746
913,-0.211806,0.0180977,-0.0993514
914,-0.427004,-1.08354,0.0552685
915,0.318118,0.0457036,0.360306
916,0.315894,-1.08243,0.336306
917,-0.323783,-1.08452,-0.0551716
918,0.396796,-1.08194,-0.289545
919,-0.269611,0.0400179,0.0636562
920,-0.217994,0.0162581,0.259476
921,0.0382773,-1.05603,0.0359361
922,-0.402385,-1.057,-0.267739
923,0.287749,-1.06777,0.327986
924,0.359656,0.0171091,-0.174476
925,-0.112002,-1.05433,-0.245029
926,0.233339,0.0379671,0.10439
927,-0.273512,-1.06258,0.336067
928,-0.31118,-1.08071,-0.21472
929,-0.266204,-1.05106,-0.384699
930,-0.275442,-1.05185,0.184106
931,0.20507,-1.05219,0.209304
932,0.0758591,-1.04377,-0.27729
933,0.241518,0.0169228,0.0775232
934,-0.155284,-1.05881,0.070738
935,0.380014,-1.08325,-0.108348
936,0.209484,-1.06766,0.121719
937,0.168594,-1.07271,0.255057
938,-0.464418,-1.08429,0.302725
939,0.0684572,-1.05513,0.0956827
940,0.258094,-0.433034,0.133327
941,0.484657,-0.970528,-0.191413
942,0.264545,-1.04761,-0.384736
943,-0.215595,0.0150074,-0.356463
944,0.40986,-0.60586,0.201255
945,-0.355358,-1.06624,0.166576
946,-0.0610999,-1.06122,-0.000936728
947,0.25101,-1.05596,-0.219713
948,-0.197672,0.0164972,-0.383199
949,0.376051,-1.06319,0.0544839
950,0.394211,-1.05176,-0.383968
951,-0.484674,-1.02609,-0.292984
952,0.307988,-1.08197,0.0879872
953,0.369338,0.0196242,0.0616826
954,-0.294499,0.0323344,-0.0128395
955,-0.253607,-1.08142,0.105517
956,-0.127343,-1.06144,-0.311818
957,0.458289,-1.08363,0.0819311
958,-0.260529,-1.05092,-0.281171
959,0.0442036,-1.04692,-0.126176
960,-0.054921,-1.04456,0.127716
961,-0.324472,0.04918,0.184915
962,-0.295713,-0.466524,0.0455063
963,-0.0108837,-1.05277,-0.0912816
964,0.256024,0.0483043,-0.258874
965,-0.484389,-0.617852,0.294349
966,0.0518291,-1.0285,-0.384765
967,-0.460942,-1.08323,-0.226003
968,0.484996,-1.08504,-0.092676
969,0.312987,-1.08203,0.272659
970,0.365821,0.0152155,-0.0163694
971,-0.288192,0.018118,0.316474
972,-0.253498,-1.06838,-0.00392065
973,-0.440123,0.0167761,-0.310579
974,-0.00594224,-1.03852,0.287673
975,-0.369625,-1.08448,-0.122412
976,0.214863,-0.3997,-0.0237827
977,0.301792,0.0434439,-0.0300786
978,-0.375831,0.0441423,0.0762306
979,0.0153067,-1.03582,-0.0746876
980,-0.0195168,-1.05586,-0.273581
981,0.125622,-1.06245,0.195018
982,-0.353173,0.0371154,-0.289127
983,0.16419,-1.08429,-0.270652
984,-0.0299336,-1.03663,-0.316072
985,-0.241481,-1.05449,-0.323355
986,0.283099,0.0431428,-0.148351
987,0.405647,-1.08338,-0.086645
988,0.247771,-0.462339,0.265274
989,-0.352498,-1.08319,0.059576
990,0.430527,-0.979936,0.307646
991,-0.482953,-0.796153,-0.0527759
992,-0.237937,0.0436384,0.353952
993,0.297047,0.045134,-0.17935
994,0.165392,-1.04126,0.348422
995,-0.164818,-1.05211,0.159066
996,-0.045295,-1.04697,-0.176175
997,-0.233024,-1.08264,0.300194
998,-0.278135,-1.08351,0.201071
999,0.452486,-1.08424,-0.315484
1000,0.337128,0.0151268,0.0835791
1001,0.196478,-1.04703,0.148305
1002,0.226188,-1.08118,-0.300025
1003,0.333909,0.0391439,-0.0620403
1004,-0.350725,-1.08088,-0.0766175
1005,-0.423258,-1.08299,-0.245609
1006,-0.350551,0.0328923,0.0374765
1007,0.0604511,-1.05387,-0.0156553
1008,-0.022552,-1.05959,0.0545418
1009,0.29279,-0.45454,-0.0620401
1010,0.107798,-1.05076,0.0426119
1011,-0.115061,-1.04883,-0.209399
1012,-0.473468,-1.02775,0.136377
1013,0.0947636,-1.05779,-0.23003
1014,0.344691,0.0174596,0.130149
1015,-0.112404,-1.05277,-0.132749
1016,-0.484569,-1.08458,0.32919
1017,0.31022,-1.05776,-0.0691429
1018,0.207426,-0.400884,0.122507
1019,-0.36118,0.0157044,0.010522
1020,0.406416,-1.00987,0.195727
1021,0.453162,-1.08234,0.242212
1022,0.301952,0.0154269,-0.360681
1023,0.447152,-1.08362,-0.283652
1024,0.0527674,-1.02883,0.14496
1025,-0.42318,-1.08446,-0.194561
1026,-0.259929,0.0435331,-0.241395
1027,-0.199747,-1.05494,0.156636
1028,-0.417264,-0.935188,0.188582
1029,0.226218,-1.07009,0.275023
1030,-0.362383,-1.08511,0.109026
1031,-0.0806193,-1.0591,0.0375953
1032,-0.385206,-1.05001,-0.20134
1033,-0.367429,-1.0519,0.0356537
1034,0.221822,-1.03403,0.000999268
1035,-0.0590936,-1.01792,-0.382115
1036,0.408889,-1.05144,0.0668146
1037,0.191892,-1.05963,-0.142604
1038,0.430648,0.0162957,-0.316134
1039,-0.0542043,-1.02942,0.372865
1040,-0.277511,0.0399519,-0.297408
1041,-0.362336,-1.08328,0.212428
1042,-0.321407,-0.489397,-0.382534
1043,0.31821,-1.05538,0.0512211
1044,0.333096,0.0152788,0.208594
1045,0.408879,-1.08227,-0.382262
1046,-0.377695,0.0165252,-0.201142
1047,-0.337388,0.0328115,0.0689317
1048,0.266747,-1.08395,-0.0557982
1049,-0.27802,-0.485256,-0.244593
1050,0.246255,0.014992,-0.287478
1051,-0.183955,-1.05382,-0.0831148
1052,-0.28591,0.0445887,0.224545
1053,0.0520969,-1.04519,-0.207443
1054,-0.232818,-1.08379,-0.35616
1055,0.326007,-1.06192,-0.280273
1056,-0.129049,-1.04812,-0.279399
1057,0.446944,-1.08419,-0.0981017
1058,-0.306991,-0.740753,0.382066
1059,0.219625,0.0153424,-0.309891
1060,0.129237,-1.03882,0.32818
1061,0.131259,-1.05016,-0.202797
1062,-0.0546544,-1.02558,-0.135848
1063,0.0454935,-1.02062,0.297066
1064,-0.0259286,-1.02848,0.038124
1065,-0.305919,0.0370357,0.278615
1066,0.120913,-1.06753,0.383564
1067,0.162555,-1.0548,-0.0337427
1068,-0.45644,-0.88831,-0.241921
1069,-0.17543,-1.04012,-0.380799
1070,0.366094,0.0303195,-0.0844642
1071,0.306148,-0.847947,0.372231
1072,-0.254247,0.0389344,-0.188473
1073,-0.411476,-1.08396,0.00307357
1074,0.298898,0.0238868,0.321888
1075,0.0718695,-1.05761,0.127682
1076,-0.291862,-1.05526,0.370117
1077,-0.377357,-1.08293,-0.242732
1078,0.148824,-1.03603,-0.149261
1079,0.450389,-1.08055,0.147997
1080,0.388256,-1.08305,0.11762
1081,0.376136,-1.08486,-0.3842
1082,-0.29605,-0.454619,-0.0531067
1083,-0.337182,0.047599,0.00719925
1084,-0.215374,-1.05215,-0.0914326
1085,0.355823,0.0182154,0.233378
1086,-0.12203,-1.0506,0.094835
1087,0.0791802,-1.02408,0.246238
1088,-0.287006,0.0584173,0.169863
1089,-0.206925,-1.05618,0.088717
1090,0.383239,-1.08135,-0.143631
1091,0.255952,-1.05504,0.302338
1092,-0.374769,-0.768049,-0.118784
1093,-0.0132523,-1.0413,-0.242684
1094,-0.256339,-1.05367,0.0642319
1095,0.422361,-1.0637,0.384843
1096,-0.38033,-1.0836,-0.196976
1097,-0.261785,0.0446221,0.331119
1098,-0.0443836,-1.03407,-0.0796103
1099,-0.00961962,-1.03094,0.0695438
1100,-0.291697,-1.06737,0.225659
1101,0.466174,-0.598263,-0.0941629
1102,0.48296,-1.06494,0.0689656
1103,-0.452657,-0.928069,-0.0279111
1104,-0.339528,-1.03243,-0.382125
1105,0.424079,0.0162075,0.31401
1106,0.266271,0.0409354,0.0760104
1107,0.272235,0.0153567,-0.351139
1108,-0.406802,0.0179071,-0.140254
1109,0.397759,-1.08398,-0.230546
1110,-0.00405171,-1.03577,-0.117755
1111,0.0047181,-1.03155,0.329729
1112,0.479178,-0.943595,0.140355
1113,0.357567,-0.980654,-0.331355
1114,-0.379998,-1.0426,0.174429
1115,0.369587,-1.02777,0.0696066
1116,0.370321,-1.03518,-0.00650457
1117,-0.483612,-0.798826,-0.316087
1118,-0.353212,-0.99078,-0.380483
1119,0.158919,-1.06025,0.130172
1120,-0.0275764,-1.04268,0.244375
1121,-0.201146,-1.05271,0.312847
1122,0.378668,0.0184666,0.142621
1123,0.221358,0.032264,-0.163165
1124,0.34479,-1.05196,-0.0550459
1125,0.357644,-1.08198,-0.313447
1126,-0.456353,-0.558945,0.123942
1127,0.0869638,-1.06599,0.332018
1128,0.0541872,-1.04506,0.316745
1129,0.261427,-1.05899,0.127022
1130,-0.386125,-0.826996,0.0433324
1131,-0.157305,-1.05095,-0.331867
1132,0.24931,-1.0341,-0.245915
1133,0.107109,-1.03089,-0.298995
1134,-0.105802,-1.05156,0.183701
1135,0.260709,0.0478327,-0.169662
1136,0.189072,-1.02162,-0.171477
1137,-0.278406,0.0707642,-0.138471
1138,0.325006,0.0367102,0.0372617
1139,-0.220897,-1.08432,-0.0248233
1140,0.453288,-0.967596,0.335851
1141,0.285116,0.0396168,0.146172
1142,-0.451486,-1.05246,-0.0503002
1143,0.31051,-1.03264,-0.0944156
1144,-0.238753,-1.07037,0.230651
1145,0.122279,-1.02903,-0.351777
1146,0.373008,-0.948801,-0.15417
1147,0.303898,-0.957724,-0.381972
1148,-0.326288,0.0473264,-0.0596451
1149,-0.414661,-0.974726,-0.323171
1150,-0.136508,-1.03359,0.333062
1151,-0.269909,-0.448094,0.279353
1152,-0.298519,-1.06918,-0.330784
1153,-0.166864,-1.03647,0.127471
1154,-0.455414,-0.924874,0.383096
1155,0.415771,-1.08324,0.016991
1156,-0.456002,-1.08435,0.27241
1157,-0.329282,0.0529916,-0.3451
1158,0.152164,-1.05908,0.168827
1159,0.105365,-1.03847,0.284763
1160,-0.481185,-1.08124,0.201675
1161,-0.406463,-1.08318,-0.328174
1162,-0.454515,-0.851867,-0.0878215
1163,0.3409,0.0563338,-0.0939359
1164,0.18151,-0.3555,-0.162581
1165,-0.00527107,-1.05075,-0.0180737
1166,-0.25447,-1.03091,0.0924324
1167,0.0150037,-1.03166,0.0961827
1168,-0.205142,-1.05285,-0.286908
1169,-0.345627,0.01801,0.381933
1170,-0.105117,-1.07892,0.0743144
1171,0.0817682,-1.04602,-0.162764
1172,-0.224872,-1.0522,0.00211309
1173,-0.0188823,-1.0282,-0.171948
1174,-0.392682,-1.08394,0.383923
1175,-0.223265,-1.03463,0.179957
1176,-0.448247,-1.02616,0.373685
1177,0.254578,-1.02441,-0.187151
1178,0.401093,-0.954306,-0.384266
1179,0.377461,-0.937317,0.384233
1180,-0.392385,-1.08483,-0.0243216
1181,-0.0860528,-1.03002,-0.243269
1182,0.482607,-1.05643,0.125383
1183,0.340288,0.0409711,0.066075
1184,0.0970865,-1.04383,0.382741
1185,-0.334116,0.0581776,0.0878571
1186,-0.459527,-1.0842,-0.347533
1187,-0.428896,-1.03433,0.0348111
1188,0.327292,-0.863367,0.174149
1189,-0.318277,0.0519882,0.0430463
1190,0.3082,-1.08302,0.0236017
1191,0.403165,-0.576316,0.225743
1192,0.286431,0.0473827,-0.290039
1193,0.260642,-1.04932,-0.0543214
1194,-0.0090108,-1.03156,0.382116
1195,0.176745,-1.02327,0.0368896
1196,-0.33255,0.0324999,-0.380048
1197,0.26782,0.0450679,0.316689
1198,-0.0147025,-1.03346,0.189729
1199,0.276163,-1.06114,0.198307
1200,-0.358179,0.0430458,-0.0230318
1201,-0.411733,-1.08213,-0.380875
1202,-0.115424,-1.04154,0.214821
1203,-0.151213,-1.05965,0.356924
1204,0.3188,0.0250665,-0.384627
1205,-0.0323696,-1.02589,-0.362493
1206,-0.401861,-1.08294,-0.126029
1207,-0.434981,-0.762237,-0.233287
1208,-0.318013,0.0394855,-0.0909756
1209,-0.0506373,-1.04424,0.323034
1210,-0.216621,0.0164342,-0.299556
1211,0.15557,-1.04836,0.281839
1212,0.276536,0.0726948,-0.178768
1213,0.379954,-0.985769,-0.288053
1214,0.334838,0.0416247,-0.210513
1215,0.403155,-0.971116,-0.108631
1216,-0.423599,-1.08003,0.286316
1217,-0.483986,-1.08395,-0.0227294
1218,0.253226,0.0279227,0.157568
1219,0.230557,-1.03946,-0.382132
1220,-0.0903111,-1.03021,0.349084
1221,-0.43551,-0.785406,0.352707
1222,0.395794,-1.08245,-0.332315
1223,0.331529,0.0408607,0.10337
1224,0.0519164,-1.04361,0.0700733
1225,-0.198131,-1.0842,-0.0568223
1226,0.30659,-1.0817,-0.225372
1227,0.197107,-1.05485,-0.317712
1228,0.346464,0.0534328,-0.130873
1229,-0.302098,-0.508431,0.224145
1230,-0.431117,-1.00704,0.14046
1231,0.292113,-1.05075,0.0158751
1232,-0.262296,-0.417618,0.370549
1233,-0.068517,-1.03743,-0.202558
1234,0.0661615,-1.03971,0.199676
1235,0.133762,-1.06298,-0.0898407
1236,-0.113743,-1.02943,-0.340104
1237,0.348953,-1.0775,-0.137647
1238,0.0159853,-1.03757,-0.182855
1239,-0.458432,-1.05018,0.0270041
1240,0.300635,0.0459394,0.0698813
1241,0.350386,-0.888923,0.383066
1242,0.0671538,-1.03007,-0.237304
1243,0.059821,-1.02463,-0.299385
1244,0.270704,-1.05227,0.349578
1245,0.430609,-0.993455,-0.155039
1246,-0.484215,-1.02078,0.312788
1247,-0.308731,0.0414357,0.0784506
1248,-0.395329,0.0165669,-0.172925
1249,-0.294105,-1.07612,0.0351895
1250,-0.168304,-1.05537,-0.239001
1251,0.0189072,-1.02885,0.13462
1252,-0.36799,-1.04938,0.205178
1253,0.44468,0.0197565,-0.275975
1254,-0.221773,-1.03938,-0.34809
1255,0.366529,-1.08375,0.0812065
1256,-0.149681,-1.04765,0.000985209
1257,-0.29541,-1.07795,-0.275471
1258,0.422586,-0.943463,0.138287
1259,-0.112565,-1.03594,0.255359
1260,-0.0792773,-1.02668,0.163121
1261,0.404819,0.019024,0.0442666
1262,-0.118425,-1.05255,0.045815
1263,-0.452398,-1.06421,-0.251292
1264,0.368588,-0.969393,-0.360397
1265,0.479674,-1.03177,-0.237983
1266,0.45125,-1.08207,0.0346527
1267,-0.37757,0.0505451,0.00837741
1268,-0.0870544,-1.02542,0.199148
1269,0.0685591,-1.06093,0.383041
1270,-0.0784297,-1.03437,-0.0130527
1271,-0.357302,0.0187323,-0.17229
1272,0.42264,0.0173301,0.0886558
1273,0.13644,-1.05788,0.252164
1274,0.049194,-1.03309,0.010193
1275,-0.4658,-1.05697,0.219741
1276,0.249526,-0.431753,0.375491
1277,0.482239,-0.992094,0.341667
1278,-0.322989,-0.484584,-0.24384
1279,0.354874,-1.017,-0.0801767
1280,-0.33532,-1.05416,-0.217305
1281,-0.204505,-1.08322,0.0331756
1282,-0.0178094,-1.0315,0.103541
1283,0.218732,-1.05409,0.347955
1284,0.024913,-1.04874,0.236834
1285,-0.440177,-1.01055,-0.267887
1286,0.399129,-0.972642,-0.231317
1287,0.27052,0.0524225,-0.318986
1288,-0.269153,0.0432051,0.295504
1289,0.36427,-1.07091,-0.0800954
1290,-0.0824214,-1.04333,0.230416
1291,-0.300681,0.0637625,0.124291
1292,-0.183828,-1.0536,-0.147036
1293,0.206972,0.0158921,-0.338749
1294,-0.0957231,-1.0205,0.312631
1295,0.24976,0.0494864,0.201713
1296,0.304659,0.0481889,-0.112108
1297,-0.423301,-0.611006,0.328566
1298,-0.414551,-0.928078,-0.384467
1299,0.233293,-1.07136,-0.373917
1300,0.281395,-1.02289,-0.230114
1301,0.199775,-1.05675,-0.280972
1302,0.259756,0.0404334,-0.199869
1303,0.278369,-1.08358,0.354508
1304,-0.483193,0.0163082,-0.118302
1305,0.221885,0.0319028,-0.276599
1306,-0.403612,-1.07277,0.0351371
1307,0.387228,-1.0829,-0.0563399
1308,-0.403691,-1.05018,0.203283
1309,0.414611,-1.02259,-0.16464
1310,-0.356841,-1.08255,-0.0194543
1311,-0.403696,-1.08466,-0.218567
1312,-0.404211,0.0180025,0.21794
1313,-0.288269,-1.01179,0.380651
1314,-0.31411,-0.442708,-0.127214
1315,-0.223231,-1.04545,0.0595006
1316,0.289504,0.0506074,0.343575
1317,0.0193148,-1.01989,-0.38213
1318,0.107195,-1.0538,0.351355
1319,0.00596025,-1.04491,0.0351815
1320,-0.0133849,-1.0267,0.146127
1321,-0.219843,-1.0849,-0.384777
1322,-0.100892,-1.02504,-0.27689
1323,-0.351556,0.0601941,0.0608717
1324,-0.436951,-0.849216,0.171205
1325,0.2438,-0.424573,0.0937952
1326,0.107062,-1.02519,-0.211117
1327,-0.126543,-1.0421,0.286595
1328,-0.176769,-1.04588,0.367316
1329,0.280702,-1.0581,0.0980171
1330,-0.280813,0.0415324,0.256704
1331,-0.0614728,-1.02623,0.102191
1332,0.286489,-0.482757,0.0159926
1333,0.325929,-1.05056,0.147982
1334,0.484022,-1.0433,0.30672
1335,-0.482861,-1.0559,-0.241133
1336,-0.358579,0.044829,0.105969
1337,0.369449,-0.939797,-0.381429
1338,-0.322519,-1.01545,0.139623
1339,0.382593,-1.03644,-0.302096
1340,0.262971,0.0585947,0.382471
1341,-0.0324337,-1.02362,-0.109642
1342,0.0107314,-1.01789,0.173081
1343,0.139773,-1.03717,-0.0563167
1344,0.468059,0.0158288,0.337137
1345,0.242647,0.0474106,0.0143233
1346,0.182463,-0.361237,-0.361091
1347,-0.184822,-1.03097,0.185103
1348,0.429,-0.978745,0.126418
1349,0.0779535,-1.0494,0.0195848
1350,-0.295833,0.0437457,-0.381617
1351,-0.33046,-1.0446,-0.317164
1352,0.353014,0.0470178,0.323612
1353,0.30628,0.0630137,-0.056945
1354,-0.326316,-1.0807,-0.293151
1355,-0.0908913,-1.04684,-0.17532
1356,0.39028,-0.534035,-0.220723
1357,-0.0276017,-1.02123,0.331115
1358,-0.335583,0.0168138,-0.139976
1359,0.278722,-1.08498,0.178557
1360,0.434066,-0.888439,-0.110084
1361,0.292305,0.0486842,-0.381195
1362,0.301167,-1.05338,-0.126276
1363,-0.411721,-1.08135,0.249504
1364,0.21878,-1.02921,-0.324738
1365,-0.385792,-0.90727,0.335214
1366,-0.137176,-1.02874,-0.0458126
1367,0.37096,-1.08229,0.317405
1368,0.33491,0.0458908,-0.172056
1369,0.17017,-1.0546,-0.252384
